Id,gender,age,nationality,sport,ind-university_grade,ind-debateclub,ind-programming_exp,ind-international_exp,ind-entrepeneur_exp,ind-languages,ind-exact_study,ind-degree,company,decision
x5516e,male,26,Belgian,Cricket,65,FALSE,FALSE,TRUE,TRUE,2,FALSE,phd,C,TRUE
x7840e,male,25,Dutch,Rugby,59,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x6869g,male,23,Dutch,Swimming,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,C,FALSE
x7406c,male,28,Belgian,Rugby,49,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,C,FALSE
x4293e,female,28,Dutch,Golf,65,FALSE,FALSE,TRUE,FALSE,1,FALSE,phd,D,TRUE
x8138a,female,22,Dutch,Football,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x8454a,male,26,Dutch,Tennis,59,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x9679f,male,23,Dutch,Tennis,69,FALSE,TRUE,FALSE,TRUE,2,TRUE,master,D,TRUE
x8821g,female,21,Dutch,Football,66,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,TRUE
x8626f,female,25,Dutch,Swimming,68,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,D,FALSE
x2861d,male,31,Dutch,Football,67,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,D,TRUE
x1910d,male,24,Dutch,Football,52,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x8751e,male,23,Dutch,Golf,64,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x3409e,male,30,Dutch,Swimming,58,FALSE,FALSE,FALSE,FALSE,0,FALSE,master,D,FALSE
x5157g,female,22,Dutch,Chess,72,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,D,TRUE
x5445e,male,29,Dutch,Rugby,57,TRUE,FALSE,FALSE,TRUE,2,FALSE,master,D,FALSE
x7548f,male,25,Dutch,Running,64,TRUE,TRUE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x2884f,female,32,Dutch,Rugby,57,FALSE,FALSE,FALSE,FALSE,0,FALSE,master,D,FALSE
x9423f,other,23,Dutch,Chess,67,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x6553c,female,27,Dutch,Golf,62,FALSE,FALSE,TRUE,FALSE,0,TRUE,master,D,FALSE
x3905d,male,28,Dutch,Rugby,62,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,D,FALSE
x8257a,female,23,Dutch,Cricket,64,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x9202e,female,21,Belgian,Cricket,60,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x9461e,male,30,Dutch,Rugby,67,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,D,TRUE
x3184d,male,30,Dutch,Football,52,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x2170g,female,26,Dutch,Swimming,61,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x6959d,male,26,Dutch,Golf,67,FALSE,FALSE,TRUE,FALSE,2,TRUE,master,D,TRUE
x1393a,female,25,Belgian,Chess,64,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,D,FALSE
x5228a,male,26,Belgian,Running,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x3781d,female,29,Dutch,Football,64,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,FALSE
x4655e,male,26,German,Rugby,58,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,D,FALSE
x3976a,female,21,Dutch,Swimming,61,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x4044d,female,27,Dutch,Swimming,62,FALSE,FALSE,TRUE,FALSE,1,FALSE,bachelor,D,FALSE
x4955d,female,28,Dutch,Swimming,63,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x4360d,male,32,Belgian,Swimming,67,FALSE,TRUE,FALSE,FALSE,1,FALSE,master,D,TRUE
x6403b,male,25,Dutch,Swimming,76,TRUE,TRUE,FALSE,TRUE,2,TRUE,master,D,TRUE
x6083b,male,24,Dutch,Rugby,62,TRUE,FALSE,FALSE,TRUE,2,FALSE,phd,D,FALSE
x9155e,male,30,Dutch,Football,58,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,D,FALSE
x2305d,female,26,Dutch,Football,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,TRUE
x9241g,male,23,Dutch,Cricket,62,TRUE,FALSE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x4888f,female,28,Dutch,Chess,70,FALSE,FALSE,FALSE,FALSE,2,TRUE,master,D,TRUE
x1089c,male,25,Dutch,Football,50,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x8610a,female,21,Dutch,Chess,66,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x6365f,female,23,Dutch,Chess,57,FALSE,FALSE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x3629f,male,32,Dutch,Swimming,60,FALSE,FALSE,FALSE,FALSE,0,FALSE,master,D,FALSE
x9956b,male,26,Dutch,Football,59,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x4190f,male,27,Belgian,Swimming,58,TRUE,FALSE,TRUE,TRUE,3,FALSE,master,D,FALSE
x1133c,male,26,Dutch,Tennis,66,TRUE,FALSE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x9806c,female,26,Dutch,Swimming,67,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,D,TRUE
x5281a,male,27,Belgian,Football,61,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x7783f,female,28,Dutch,Rugby,54,TRUE,FALSE,TRUE,TRUE,2,FALSE,master,D,FALSE
x2190e,male,26,Dutch,Rugby,45,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x5898e,male,32,Dutch,Football,57,FALSE,FALSE,TRUE,FALSE,1,FALSE,phd,D,FALSE
x7518c,male,24,Dutch,Rugby,60,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x1465f,male,23,German,Golf,64,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x6814c,female,27,Dutch,Tennis,63,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x9688b,female,29,Belgian,Cricket,58,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,D,FALSE
x8537d,male,32,Dutch,Rugby,55,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,D,FALSE
x7274c,male,29,Dutch,Rugby,62,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,D,FALSE
x6946a,female,28,Dutch,Swimming,67,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,D,TRUE
x6642e,female,23,Dutch,Running,66,TRUE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,TRUE
x6915a,male,25,Belgian,Swimming,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x5975b,other,27,Dutch,Tennis,61,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x8828g,male,31,Dutch,Swimming,54,FALSE,FALSE,FALSE,FALSE,1,FALSE,master,D,FALSE
x6709g,female,22,Dutch,Tennis,68,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,D,TRUE
x9205a,female,27,German,Chess,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x7731c,male,27,Dutch,Football,65,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x7929d,female,24,Dutch,Tennis,66,TRUE,TRUE,FALSE,TRUE,2,TRUE,bachelor,D,FALSE
x6579f,male,27,Dutch,Football,55,TRUE,FALSE,FALSE,TRUE,3,FALSE,phd,D,FALSE
x6939b,female,27,Dutch,Tennis,57,FALSE,FALSE,FALSE,TRUE,2,FALSE,master,D,FALSE
x2276d,female,23,Dutch,Swimming,62,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x4972b,male,30,Dutch,Rugby,54,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x6953a,male,27,Dutch,Football,61,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x4322a,female,28,German,Rugby,51,FALSE,FALSE,FALSE,FALSE,0,FALSE,bachelor,D,FALSE
x5817g,female,27,Dutch,Tennis,63,TRUE,FALSE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x3570c,female,26,German,Tennis,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x4060b,male,25,Dutch,Rugby,56,FALSE,FALSE,TRUE,FALSE,2,FALSE,master,D,FALSE
x6502b,male,29,Dutch,Rugby,62,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x2056e,female,26,Dutch,Chess,57,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x9631f,male,26,Dutch,Swimming,70,TRUE,TRUE,FALSE,FALSE,2,TRUE,master,D,TRUE
x2208a,male,24,German,Swimming,56,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x8268e,male,26,Dutch,Football,55,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x4015a,male,23,Dutch,Running,69,FALSE,FALSE,FALSE,TRUE,2,TRUE,bachelor,D,TRUE
x7689f,male,28,German,Golf,65,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,D,TRUE
x1420d,male,25,German,Running,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x3091e,male,26,Dutch,Swimming,66,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,TRUE
x3431a,male,24,Dutch,Tennis,71,TRUE,TRUE,FALSE,FALSE,2,TRUE,master,D,TRUE
x9923f,female,29,Dutch,Rugby,61,FALSE,FALSE,TRUE,FALSE,0,FALSE,phd,D,FALSE
x3958c,female,23,German,Swimming,72,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x4359b,female,30,Dutch,Rugby,58,FALSE,FALSE,TRUE,TRUE,2,FALSE,bachelor,D,FALSE
x6900a,female,32,German,Golf,61,FALSE,FALSE,TRUE,FALSE,2,FALSE,phd,D,FALSE
x4503e,female,27,Dutch,Cricket,65,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,TRUE
x4599c,male,26,Dutch,Rugby,65,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,D,TRUE
x8702e,female,22,Dutch,Chess,64,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x8552g,male,26,Dutch,Golf,68,FALSE,TRUE,TRUE,FALSE,0,TRUE,master,D,FALSE
x6442d,male,25,Dutch,Rugby,50,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x9668b,male,26,Dutch,Golf,67,FALSE,TRUE,FALSE,FALSE,1,FALSE,bachelor,D,TRUE
x1670f,male,29,German,Rugby,56,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,D,FALSE
x8354e,male,27,Dutch,Football,55,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,D,FALSE
x3058b,male,26,Belgian,Tennis,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x7980c,female,22,Belgian,Swimming,72,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x7309e,female,31,Dutch,Cricket,59,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,D,FALSE
x2937c,female,23,Dutch,Chess,64,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x6230d,female,28,Dutch,Swimming,73,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x1032c,female,26,Dutch,Chess,61,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,D,FALSE
x9004c,male,32,Dutch,Golf,68,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x7012d,male,27,Belgian,Rugby,53,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x1855f,female,22,Dutch,Tennis,61,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x6537e,male,28,Dutch,Football,58,FALSE,FALSE,TRUE,FALSE,2,FALSE,master,D,FALSE
x1073c,other,29,Dutch,Football,62,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x2713g,female,27,German,Cricket,68,TRUE,TRUE,FALSE,TRUE,2,TRUE,bachelor,D,FALSE
x6186b,male,28,Belgian,Football,54,FALSE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x2483e,female,24,Dutch,Swimming,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x8048d,female,21,Dutch,Swimming,78,FALSE,TRUE,TRUE,FALSE,1,TRUE,phd,D,TRUE
x3771d,female,24,Dutch,Swimming,65,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,TRUE
x9027a,female,23,Dutch,Chess,64,FALSE,FALSE,TRUE,FALSE,0,TRUE,master,D,FALSE
x5824d,female,26,Dutch,Chess,62,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x8674d,male,26,Dutch,Football,61,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x5180c,female,28,Dutch,Running,66,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,D,TRUE
x7420d,male,30,Dutch,Golf,64,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,D,FALSE
x7784f,male,24,Dutch,Rugby,56,FALSE,FALSE,FALSE,TRUE,2,FALSE,master,D,FALSE
x8993a,female,28,Dutch,Tennis,67,FALSE,TRUE,FALSE,TRUE,2,TRUE,bachelor,D,TRUE
x4413f,female,25,Dutch,Rugby,60,FALSE,FALSE,FALSE,TRUE,2,FALSE,master,D,FALSE
x1112e,female,29,Dutch,Rugby,57,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,D,FALSE
x2408d,female,22,Dutch,Swimming,65,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,D,FALSE
x4138g,male,22,Dutch,Football,71,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x6463d,female,25,Dutch,Swimming,61,FALSE,FALSE,FALSE,TRUE,1,FALSE,bachelor,D,FALSE
x3522g,female,21,Dutch,Tennis,67,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,D,TRUE
x8962f,female,24,Dutch,Chess,66,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,D,FALSE
x3632e,male,24,Dutch,Football,51,TRUE,FALSE,TRUE,TRUE,3,FALSE,master,D,FALSE
x2438c,male,26,Dutch,Swimming,50,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x6665g,male,24,Dutch,Football,56,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x5573c,male,26,German,Swimming,59,FALSE,FALSE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x2521c,male,29,Dutch,Rugby,55,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x7148d,female,21,Dutch,Running,63,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,FALSE
x1346g,male,29,Dutch,Football,63,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,D,FALSE
x6390g,male,30,Dutch,Swimming,59,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,D,FALSE
x4382c,female,28,Dutch,Running,65,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,D,TRUE
x8279a,male,27,Dutch,Tennis,64,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x3114a,male,26,Belgian,Tennis,67,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,D,TRUE
x6277f,male,26,Dutch,Cricket,64,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,D,FALSE
x6650e,male,27,Dutch,Rugby,55,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x4416d,female,25,Dutch,Football,63,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x9934e,male,23,Dutch,Tennis,62,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x3610g,female,28,Dutch,Swimming,62,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,D,FALSE
x8589g,male,23,Dutch,Tennis,64,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x7501b,male,27,Dutch,Football,66,FALSE,FALSE,FALSE,FALSE,2,FALSE,phd,D,TRUE
x7339g,female,29,Dutch,Rugby,55,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x3486f,female,23,Dutch,Tennis,69,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x7474a,female,26,Dutch,Swimming,64,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x5252f,other,32,Dutch,Cricket,66,FALSE,TRUE,TRUE,FALSE,0,TRUE,phd,D,FALSE
x4575b,female,28,Dutch,Football,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x5788d,female,21,Dutch,Swimming,71,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x7677a,male,25,Dutch,Rugby,64,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,D,FALSE
x3746g,female,27,Dutch,Golf,63,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x6198a,female,27,German,Rugby,71,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x4433a,male,29,Dutch,Rugby,67,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,D,TRUE
x7363g,male,30,Dutch,Cricket,66,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,D,TRUE
x7802c,male,22,Dutch,Tennis,60,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x9228c,male,28,Dutch,Rugby,56,FALSE,FALSE,TRUE,FALSE,0,FALSE,master,D,FALSE
x8692g,female,31,Dutch,Cricket,67,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,D,TRUE
x1704f,male,23,Dutch,Swimming,70,FALSE,TRUE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x6113b,female,23,Dutch,Tennis,56,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x5817a,male,24,Dutch,Rugby,61,FALSE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x8801a,male,25,Dutch,Rugby,59,TRUE,FALSE,FALSE,TRUE,2,FALSE,master,D,FALSE
x2341a,male,25,Belgian,Football,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x1871g,female,21,Dutch,Running,63,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x1949b,male,26,Dutch,Football,68,FALSE,FALSE,FALSE,FALSE,1,TRUE,master,D,TRUE
x6002f,female,26,Belgian,Football,57,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x7714b,female,24,Dutch,Chess,68,FALSE,TRUE,TRUE,FALSE,0,TRUE,master,D,TRUE
x7765a,male,21,Dutch,Football,62,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x1185b,male,27,Dutch,Chess,67,FALSE,FALSE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x8751b,male,24,Dutch,Football,65,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,TRUE
x2936g,male,26,Belgian,Running,71,FALSE,TRUE,FALSE,TRUE,2,TRUE,bachelor,D,FALSE
x2212d,male,28,Dutch,Football,65,FALSE,FALSE,FALSE,TRUE,1,FALSE,master,D,TRUE
x5734c,male,30,Dutch,Rugby,67,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,D,TRUE
x1191a,male,30,Dutch,Golf,65,FALSE,FALSE,TRUE,FALSE,1,TRUE,bachelor,D,TRUE
x8482e,female,23,Dutch,Tennis,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x1184f,female,28,Belgian,Chess,67,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,FALSE
x2063e,female,24,Dutch,Running,63,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x1677c,female,22,Dutch,Chess,62,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x7415d,female,21,Belgian,Running,60,FALSE,FALSE,TRUE,FALSE,1,FALSE,bachelor,D,FALSE
x7229f,male,24,Belgian,Swimming,59,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,D,FALSE
x5301b,male,21,Dutch,Swimming,56,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x8484a,female,26,Dutch,Chess,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x8104e,female,22,Dutch,Cricket,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x2931d,male,25,Dutch,Football,53,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x8226f,female,28,Dutch,Swimming,63,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x4440f,male,29,Dutch,Rugby,54,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x3079b,female,30,Dutch,Rugby,62,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x4993f,male,27,German,Football,58,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,D,FALSE
x3791e,female,23,Dutch,Swimming,63,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,D,FALSE
x6937c,female,29,Belgian,Rugby,60,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x9642b,female,26,Dutch,Tennis,60,FALSE,FALSE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x9127b,male,26,Dutch,Tennis,60,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,D,FALSE
x4648d,male,29,Dutch,Cricket,58,FALSE,FALSE,TRUE,FALSE,1,FALSE,phd,D,FALSE
x4753c,female,27,Dutch,Running,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x3475d,male,22,Dutch,Tennis,67,TRUE,TRUE,FALSE,FALSE,2,TRUE,bachelor,D,FALSE
x2858g,male,24,Dutch,Football,58,TRUE,FALSE,FALSE,TRUE,2,FALSE,bachelor,D,FALSE
x2561g,male,27,Dutch,Cricket,65,FALSE,FALSE,FALSE,FALSE,0,TRUE,master,D,FALSE
x3616d,male,29,Dutch,Football,51,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x4217f,female,27,Dutch,Rugby,63,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x1431e,female,23,Dutch,Chess,67,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,D,FALSE
x8407d,female,21,Dutch,Tennis,59,FALSE,TRUE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x2720a,female,26,Dutch,Rugby,70,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,D,TRUE
x4400a,male,22,Dutch,Golf,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x6358e,female,28,Dutch,Football,60,FALSE,FALSE,TRUE,FALSE,1,FALSE,bachelor,D,FALSE
x6803b,female,21,Dutch,Chess,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x1492d,female,24,Dutch,Swimming,57,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x1840c,male,26,Dutch,Football,56,FALSE,FALSE,TRUE,FALSE,0,FALSE,bachelor,D,FALSE
x4540g,male,24,Dutch,Tennis,61,FALSE,FALSE,TRUE,TRUE,2,FALSE,master,D,FALSE
x8793g,male,28,Dutch,Swimming,65,FALSE,FALSE,FALSE,FALSE,2,TRUE,bachelor,D,TRUE
x9804d,male,26,Dutch,Swimming,69,FALSE,FALSE,TRUE,FALSE,1,TRUE,master,D,TRUE
x3150g,male,24,Dutch,Tennis,60,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,D,FALSE
x3009b,female,25,Dutch,Tennis,64,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x2330g,male,28,Dutch,Rugby,55,TRUE,FALSE,FALSE,TRUE,2,FALSE,master,D,FALSE
x8831f,female,24,Belgian,Swimming,65,FALSE,TRUE,FALSE,FALSE,2,FALSE,master,D,TRUE
x5001f,male,28,Dutch,Cricket,69,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x7241f,male,27,Dutch,Golf,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,master,D,TRUE
x7671a,male,30,Belgian,Football,66,FALSE,FALSE,TRUE,FALSE,1,FALSE,master,D,TRUE
x8155b,male,32,German,Swimming,53,FALSE,FALSE,TRUE,FALSE,0,FALSE,bachelor,D,FALSE
x2852b,female,25,Dutch,Chess,75,FALSE,TRUE,TRUE,FALSE,1,TRUE,phd,D,TRUE
x2753g,male,27,Dutch,Football,69,FALSE,FALSE,FALSE,TRUE,2,TRUE,bachelor,D,FALSE
x4645c,female,28,Dutch,Rugby,68,FALSE,TRUE,TRUE,TRUE,1,FALSE,phd,D,TRUE
x8431b,female,23,Dutch,Chess,66,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,D,FALSE
x7380g,female,25,Dutch,Running,69,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,D,FALSE
x7002g,female,23,Dutch,Golf,67,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x8853e,male,25,Dutch,Rugby,57,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x7956e,male,30,Dutch,Football,55,TRUE,FALSE,FALSE,TRUE,3,FALSE,master,D,FALSE
x5027b,male,28,Dutch,Running,63,FALSE,TRUE,FALSE,FALSE,0,TRUE,master,D,FALSE
x3919f,female,25,Dutch,Tennis,58,FALSE,FALSE,FALSE,FALSE,1,FALSE,bachelor,D,FALSE
x5450e,male,25,Dutch,Football,70,FALSE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x7374b,male,27,German,Football,51,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x2524b,female,24,Dutch,Swimming,59,TRUE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
x2785b,male,29,Dutch,Tennis,64,TRUE,FALSE,FALSE,FALSE,2,FALSE,master,D,FALSE
x3179c,female,25,Dutch,Football,71,FALSE,TRUE,FALSE,TRUE,2,TRUE,bachelor,D,TRUE
x1377g,female,23,Dutch,Running,62,FALSE,TRUE,FALSE,FALSE,0,TRUE,bachelor,D,FALSE
x2530f,male,30,Dutch,Football,54,TRUE,FALSE,FALSE,TRUE,3,FALSE,bachelor,D,FALSE
x8073b,male,23,Belgian,Running,66,TRUE,TRUE,FALSE,FALSE,1,TRUE,bachelor,D,FALSE
x7692f,male,28,Dutch,Football,72,FALSE,TRUE,FALSE,FALSE,2,TRUE,master,D,TRUE
x8567c,male,24,Dutch,Rugby,48,FALSE,FALSE,FALSE,FALSE,2,FALSE,bachelor,D,FALSE
